,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
558,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,30-040,1992,5.1,0,3,0,0.0,0.59,0.00,0.00,,28.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,ae4e2852
559,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,34-190,1988,5.8,0,4,2,50.0,0.69,0.35,0.00,0.00,13.7,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches,e74f0e59
560,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,24-177,1998,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5fdcb075
561,Koni De Winter,be BEL,DF,Empoli,it Serie A,20-170,2002,5.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f4797849
562,Grégoire Defrel,mq MTQ,FW,Sassuolo,it Serie A,31-165,1991,1.4,0,5,3,60.0,3.57,2.14,0.00,0.00,14.0,0,0,0,0.8,0.8,0.15,-0.8,-0.8,Matches,854ee61a
563,Duccio Degli Innocenti,it ITA,MF,Empoli,it Serie A,19-215,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0e0d6c53
564,Brecht Dejaegere,be BEL,MF,Toulouse,fr Ligue 1,31-184,1991,8.5,3,10,4,40.0,1.17,0.47,0.30,0.75,13.8,0,0,0,1.1,1.1,0.11,+1.9,+1.9,Matches,4ca4f601
565,Romain Del Castillo,fr FRA,FWMF,Brest,fr Ligue 1,26-245,1996,5.7,4,12,5,41.7,2.10,0.88,0.08,0.20,19.6,1,3,3,3.2,0.9,0.07,+0.8,+0.1,Matches,0be95d34
566,Alberto Del Moral,es ESP,MF,Villarreal,es La Liga,22-132,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,84a85b48
567,Thomas Delaine,fr FRA,DF,Strasbourg,fr Ligue 1,30-250,1992,7.9,0,3,2,66.7,0.38,0.25,0.00,0.00,19.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,8332db56
568,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,31-087,1991,3.4,0,3,1,33.3,0.87,0.29,0.00,0.00,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,fe641c1a
569,Sacha Delaye,fr FRA,FWMF,Montpellier,fr Ligue 1,20-220,2002,0.2,1,2,1,50.0,9.00,4.50,0.50,1.00,20.4,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches,e4448c8c
570,Fran Delgado,es ESP,DF,Betis,es La Liga,21-141,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e7d2a50b
571,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,31-051,1991,8.3,5,22,7,31.8,2.65,0.84,0.09,0.29,16.5,1,3,3,5.3,2.9,0.13,-0.3,-0.9,Matches,d33c706e
572,Karamoko Dembele,sct SCO,FWMF,Brest,fr Ligue 1,19-280,2003,1.1,0,4,2,50.0,3.53,1.76,0.00,0.00,16.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,7304f3b1
573,Moussa Dembélé,fr FRA,FWMF,Lyon,fr Ligue 1,26-140,1996,6.4,2,19,8,42.1,2.97,1.25,0.11,0.25,12.8,0,0,0,2.0,2.0,0.11,0.0,0.0,Matches,e7986081
574,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,25-198,1997,9.6,4,30,11,36.7,3.12,1.14,0.13,0.36,17.4,0,0,0,2.4,2.4,0.08,+1.6,+1.6,Matches,b19db005
575,Siriki Dembélé,ci CIV,FW,Bournemouth,eng Premier League,26-083,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,11f54bd5
576,Merih Demiral,tr TUR,DF,Atalanta,it Serie A,24-269,1998,11.9,1,5,1,20.0,0.42,0.08,0.20,1.00,14.4,0,0,0,0.7,0.7,0.14,+0.3,+0.3,Matches,e3cceee6
577,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,29-149,1993,8.7,3,14,3,21.4,1.61,0.34,0.21,1.00,23.6,5,0,0,1.4,1.4,0.10,+1.6,+1.6,Matches,54b4dc4e
578,Ermedin Demirović,ba BIH,FWMF,Augsburg,de Bundesliga,24-249,1998,12.7,5,33,15,45.5,2.60,1.18,0.15,0.33,13.8,0,0,0,3.2,3.2,0.10,+1.8,+1.8,Matches,ed79b7d3
579,Diego Demme,de GER,MF,Napoli,it Serie A,31-008,1991,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,dc3fa3b5
580,Sepp van den Berg,nl NED,DF,Schalke 04,de Bundesliga,20-344,2001,3.6,0,3,0,0.0,0.84,0.00,0.00,,12.2,0,0,0,0.5,0.5,0.17,-0.5,-0.5,Matches,7bf9400b
581,Branco van den Boomen,nl NED,MF,Toulouse,fr Ligue 1,27-131,1995,14.7,1,26,12,46.2,1.76,0.81,0.00,0.00,25.5,9,1,1,2.2,1.4,0.05,-1.2,-1.4,Matches,99d660b2
582,Leander Dendoncker,be BEL,MF,Aston Villa,eng Premier League,27-228,1995,3.3,0,1,0,0.0,0.30,0.00,0.00,,23.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,5a7301ae
583,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,27-228,1995,2.4,0,3,2,66.7,1.26,0.84,0.00,0.00,16.7,0,0,0,0.7,0.7,0.22,-0.7,-0.7,Matches,5a7301ae
584,Emmanuel Dennis,ng NGA,FW,Nott'ham Forest,eng Premier League,25-014,1997,3.8,1,8,2,25.0,2.09,0.52,0.13,0.50,15.3,2,0,0,0.6,0.6,0.08,+0.4,+0.4,Matches,2c44a35d
585,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,25-219,1997,7.4,1,6,2,33.3,0.81,0.27,0.17,0.50,7.2,0,0,0,0.9,0.9,0.16,+0.1,+0.1,Matches,d97f2e8d
586,Fabio Depaoli,it ITA,DFMF,Sampdoria,it Serie A,25-219,1997,1.5,0,2,0,0.0,1.32,0.00,0.00,,13.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,d97f2e8d
587,Memphis Depay,nl NED,FW,Barcelona,es La Liga,28-289,1994,1.3,1,6,3,50.0,4.74,2.37,0.17,0.33,11.6,0,0,0,0.9,0.9,0.14,+0.1,+0.1,Matches,8f696594
588,Kastriot Dermaku,al ALB,DF,Lecce,it Serie A,30-318,1992,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2990c466
589,Halil Dervişoğlu,tr TUR,MF,Brentford,eng Premier League,22-356,1999,0.1,0,1,0,0.0,11.25,0.00,0.00,,31.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,9d8cf204
590,Rémy Descamps,fr FRA,GK,Nantes,fr Ligue 1,26-157,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,477e50ce
591,Mikkel Desler,dk DEN,DF,Toulouse,fr Ligue 1,27-283,1995,11.2,0,5,2,40.0,0.45,0.18,0.00,0.00,17.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,1d5c96f8
592,Cyriel Dessers,ng NGA,FW,Cremonese,it Serie A,27-356,1994,9.6,2,26,5,19.2,2.72,0.52,0.08,0.40,13.4,0,0,1,4.4,3.6,0.14,-2.4,-1.6,Matches,dcb38abe
593,Sergiño Dest,us USA,DF,Milan,it Serie A,22-026,2000,2.1,0,1,0,0.0,0.48,0.00,0.00,,30.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,5976f83e
594,Mattia Destro,it ITA,FW,Empoli,it Serie A,31-254,1991,5.1,1,18,6,33.3,3.55,1.18,0.06,0.17,15.1,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches,d7d32194
595,Gerard Deulofeu,es ESP,FW,Udinese,it Serie A,28-261,1994,13.3,2,44,12,27.3,3.31,0.90,0.05,0.17,17.4,10,0,0,5.1,5.1,0.11,-3.1,-3.1,Matches,39583cfd
596,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,eng Premier League,24-084,1998,12.6,1,11,2,18.2,0.87,0.16,0.09,0.50,22.5,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches,5c74c0f5
597,Samuel Di Carmine,it ITA,FWMF,Cremonese,it Serie A,34-061,1988,0.3,0,1,0,0.0,3.21,0.00,0.00,,11.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,ef94dc2f
598,Federico Di Francesco,it ITA,FWMF,Lecce,it Serie A,28-168,1994,7.2,1,9,4,44.4,1.24,0.55,0.11,0.25,18.0,1,0,0,0.7,0.7,0.08,+0.3,+0.3,Matches,1fca9171
599,Michele Di Gregorio,it ITA,GK,Monza,it Serie A,25-125,1997,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4e0c8d66
600,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,29-117,1993,14.9,0,12,3,25.0,0.81,0.20,0.00,0.00,13.1,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches,230a2fac
601,Ángel Di María,ar ARG,FW,Juventus,it Serie A,34-288,1988,2.7,1,5,1,20.0,1.82,0.36,0.20,1.00,15.4,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches,19cda00b
602,Boulaye Dia,sn SEN,FW,Salernitana,it Serie A,26-013,1996,10.6,6,16,10,62.5,1.51,0.94,0.38,0.60,13.9,0,0,0,3.5,3.5,0.22,+2.5,+2.5,Matches,244bc2c8
603,Moussa Diaby,fr FRA,FW,Leverkusen,de Bundesliga,23-145,1999,13.9,6,27,18,66.7,1.94,1.29,0.22,0.33,17.1,0,0,1,5.6,4.8,0.18,+0.4,+1.2,Matches,aeed5c06
604,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,25-345,1996,8.8,2,4,2,50.0,0.46,0.23,0.50,1.00,6.8,0,0,0,1.0,1.0,0.25,+1.0,+1.0,Matches,d2110326
605,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,21-327,2001,12.4,0,8,2,25.0,0.64,0.16,0.00,0.00,10.3,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,1bfb6fef
606,Ibrahim Diakité,gn GUI,DF,Reims,fr Ligue 1,19-029,2003,1.5,0,1,1,100.0,0.69,0.69,0.00,0.00,7.5,0,0,0,0.2,0.2,0.20,-0.2,-0.2,Matches,d8c19a60
607,Abdou Diallo,sn SEN,DFMF,RB Leipzig,de Bundesliga,26-209,1996,4.8,1,4,1,25.0,0.83,0.21,0.25,1.00,8.0,0,0,0,0.4,0.4,0.10,+0.6,+0.6,Matches,fc62f087
608,Baila Diallo,fr FRA,DF,Clermont Foot,fr Ligue 1,21-158,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,fb55f63a
609,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,27-164,1995,12.6,6,23,11,47.8,1.83,0.88,0.22,0.45,13.7,0,1,1,4.7,3.9,0.17,+1.3,+1.1,Matches,6605d143
610,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,23-266,1999,5.0,0,3,0,0.0,0.60,0.00,0.00,,29.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,11ff3d56
611,Ismael Diallo,ci CIV,DF,Ajaccio,fr Ligue 1,25-304,1997,10.3,0,1,0,0.0,0.10,0.00,0.00,,23.7,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,b3244eeb
612,Mamady Diarra,ml MLI,MFDF,Cádiz,es La Liga,22-156,2000,0.7,0,3,0,0.0,4.09,0.00,0.00,,16.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,80211dc5
613,Mouhamadou Diarra,sn SEN,MF,Strasbourg,fr Ligue 1,18-330,2004,4.9,0,6,1,16.7,1.24,0.21,0.00,0.00,22.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,6d0fe035
614,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,22-019,2000,6.1,0,1,0,0.0,0.16,0.00,0.00,,6.4,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches,698f11e3
615,Stéphane Diarra,fr FRA,FWMF,Lorient,fr Ligue 1,23-355,1998,6.8,1,14,7,50.0,2.05,1.02,0.07,0.14,17.1,0,0,0,1.5,1.5,0.11,-0.5,-0.5,Matches,29939a1d
616,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,25-199,1997,9.7,0,5,1,20.0,0.52,0.10,0.00,0.00,10.0,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches,31c69ef1
617,Krepin Diatta,sn SEN,MFFW,Monaco,fr Ligue 1,23-277,1999,9.7,1,17,5,29.4,1.75,0.51,0.06,0.20,15.0,0,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches,8104e41e
618,Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,29-160,1993,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f41a69e6
619,Brahim Díaz,es ESP,MFFW,Milan,it Serie A,23-118,1999,7.3,4,15,7,46.7,2.05,0.96,0.27,0.57,14.8,1,0,0,2.2,2.2,0.15,+1.8,+1.8,Matches,407feb71
620,Luis Díaz,co COL,FW,Liverpool,eng Premier League,25-320,1997,6.8,3,16,7,43.8,2.35,1.03,0.19,0.43,13.3,0,0,0,1.7,1.7,0.11,+1.3,+1.3,Matches,4a1a9578
621,Bamba Dieng,sn SEN,FWMF,Marseille,fr Ligue 1,22-251,2000,1.6,1,9,3,33.3,5.66,1.89,0.11,0.33,13.4,0,0,0,1.1,1.1,0.12,-0.1,-0.1,Matches,40774c6b
622,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,28-318,1994,14.3,2,9,4,44.4,0.63,0.28,0.22,0.50,12.3,1,0,0,0.7,0.7,0.08,+1.3,+1.3,Matches,ac861941
623,Florian Dietz,de GER,FW,Köln,de Bundesliga,24-118,1998,4.4,1,17,6,35.3,3.87,1.37,0.06,0.17,11.9,0,0,0,2.5,2.5,0.15,-1.5,-1.5,Matches,8779ddf8
624,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,29-132,1993,9.0,1,4,1,25.0,0.44,0.11,0.25,1.00,18.4,1,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches,1b84dbe1
625,Federico Dimarco,it ITA,DF,Inter,it Serie A,25-019,1997,11.6,3,22,7,31.8,1.90,0.60,0.14,0.43,22.5,5,0,0,1.1,1.1,0.05,+1.9,+1.9,Matches,970b8574
626,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,28-339,1993,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,fc70e345
627,Junior Dina Ebimbe,fr FRA,DFMF,Eint Frankfurt,de Bundesliga,22-008,2000,7.9,2,12,5,41.7,1.52,0.63,0.17,0.40,14.2,0,0,0,1.7,1.7,0.14,+0.3,+0.3,Matches,95bb6ddc
628,Tristan Dingomé,cm CMR,MF,Troyes,fr Ligue 1,31-285,1991,1.0,0,3,1,33.3,3.10,1.03,0.00,0.00,21.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,92b56413
629,Eren Dinkçi,de GER,FWMF,Werder Bremen,de Bundesliga,20-351,2001,0.6,0,1,0,0.0,1.73,0.00,0.00,,27.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,4ccd8957
630,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,21-234,2001,4.1,0,1,0,0.0,0.25,0.00,0.00,,9.9,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,6de23ab0
631,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,29-344,1992,4.9,1,10,2,20.0,2.06,0.41,0.10,0.50,14.1,0,0,0,1.7,1.7,0.17,-0.7,-0.7,Matches,4be0b467
632,Issa Diop,fr FRA,DF,Fulham,eng Premier League,25-324,1997,6.6,1,2,1,50.0,0.30,0.15,0.50,1.00,12.1,0,0,0,0.3,0.3,0.13,+0.7,+0.7,Matches,a712ca2b
633,Sofiane Diop,fr FRA,MFFW,Nice,fr Ligue 1,22-173,2000,5.0,0,11,4,36.4,2.19,0.79,0.00,0.00,22.5,1,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,19053e31
634,Sofiane Diop,fr FRA,MF,Monaco,fr Ligue 1,22-173,2000,0.7,1,2,1,50.0,2.77,1.38,0.50,1.00,10.5,0,0,0,1.0,1.0,0.50,0.0,0.0,Matches,19053e31
635,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,23-013,1999,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,eedea60b
636,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,24-263,1998,15.0,1,9,2,22.2,0.60,0.13,0.11,0.50,16.0,0,0,1,1.7,0.9,0.10,-0.7,+0.1,Matches,ad82197c
637,Malcom Abdulai Ares Djalo,es ESP,FW,Athletic Club,es La Liga,21-048,2001,0.1,0,1,0,0.0,18.00,0.00,0.00,,26.3,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,a461f098
638,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,22-234,2000,12.3,2,10,3,30.0,0.81,0.24,0.20,0.67,14.0,0,0,0,0.9,0.9,0.09,+1.1,+1.1,Matches,b2336681
639,Djené,tg TOG,DF,Getafe,es La Liga,30-333,1991,11.1,0,2,0,0.0,0.18,0.00,0.00,,17.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,a4971d84
640,Moussa Djenepo,ml MLI,DFFW,Southampton,eng Premier League,24-167,1998,5.8,0,2,1,50.0,0.34,0.17,0.00,0.00,12.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,254147d4
641,Koffi Djidji,ci CIV,DF,Torino,it Serie A,29-364,1992,11.9,1,4,2,50.0,0.34,0.17,0.25,0.50,13.3,0,0,0,0.5,0.5,0.12,+0.5,+0.5,Matches,933d3b51
642,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,28-112,1994,13.1,1,10,2,20.0,0.76,0.15,0.10,0.50,16.0,1,0,0,1.0,1.0,0.10,0.0,0.0,Matches,43e7a164
643,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,29-283,1993,3.8,0,1,0,0.0,0.26,0.00,0.00,,7.9,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches,6eee05f1
644,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,30-309,1992,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ac295d9e
645,Ritsu Doan,jp JPN,FWMF,Freiburg,de Bundesliga,24-166,1998,11.9,2,26,13,50.0,2.19,1.09,0.08,0.15,17.6,0,0,0,2.8,2.8,0.11,-0.8,-0.8,Matches,d01bbb6f
646,Dodô,br BRA,DF,Fiorentina,it Serie A,24-012,1998,9.6,0,2,1,50.0,0.21,0.10,0.00,0.00,16.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,b5f7d10b
647,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,24-152,1998,5.9,1,1,1,100.0,0.17,0.17,1.00,1.00,7.1,0,0,0,0.2,0.2,0.18,+0.8,+0.8,Matches,f67c9d29
648,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,30-317,1992,3.9,0,4,1,25.0,1.03,0.26,0.00,0.00,15.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,d557d734
649,Josh Doig,sct SCO,DF,Hellas Verona,it Serie A,20-195,2002,5.5,2,8,5,62.5,1.45,0.90,0.25,0.40,15.0,0,0,0,1.2,1.2,0.15,+0.8,+0.8,Matches,2f69d881
650,Jeremy Doku,be BEL,FWMF,Rennes,fr Ligue 1,20-186,2002,1.9,0,5,3,60.0,2.65,1.59,0.00,0.00,16.5,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches,fffea3e5
651,Kasper Dolberg,dk DEN,FW,Sevilla,es La Liga,25-054,1997,2.2,0,2,1,50.0,0.91,0.46,0.00,0.00,17.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,cc83b74d
652,Carlos Dominguez,es ESP,MF,Celta Vigo,es La Liga,21-291,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3521abfe
653,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,24-154,1998,10.7,1,16,6,37.5,1.49,0.56,0.06,0.17,24.0,0,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches,20b3a502
654,John Donald,es ESP,DF,Elche,es La Liga,22-091,2000,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5e95c000
655,Giulio Donati,it ITA,DF,Monza,it Serie A,32-297,1990,2.4,0,1,0,0.0,0.42,0.00,0.00,,33.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,22051fbe
656,Kyliane Dong,fr FRA,DFMF,Troyes,fr Ligue 1,18-063,2004,0.6,0,1,0,0.0,1.55,0.00,0.00,,24.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,836dc4a8
657,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,23-277,1999,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,08f5afaa
658,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,24-345,1997,14.0,2,13,4,30.8,0.93,0.29,0.15,0.50,13.6,0,0,0,2.3,2.3,0.18,-0.3,-0.3,Matches,67ac5bb8
659,Jodel Dossou,bj BEN,MFDF,Clermont Foot,fr Ligue 1,30-257,1992,2.8,1,6,3,50.0,2.12,1.06,0.17,0.33,16.7,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches,a1dbfcb1
660,Lohann Doucet,fr FRA,MFFW,Nantes,fr Ligue 1,20-076,2002,0.7,0,1,1,100.0,1.41,1.41,0.00,0.00,16.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,dff0c299
661,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,29-332,1993,2.1,0,2,1,50.0,0.97,0.48,0.00,0.00,13.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,02b29014
662,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,22-325,2000,10.7,0,10,3,30.0,0.93,0.28,0.00,0.00,26.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,ce4f40c7
663,Ckene Doucouré,km COM,FW,Lorient,fr Ligue 1,20-235,2002,0.3,0,2,0,0.0,6.00,0.00,0.00,,14.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,92d90c8f
664,Désiré Doué,fr FRA,MFFW,Rennes,fr Ligue 1,17-179,2005,4.5,2,9,4,44.4,2.01,0.89,0.22,0.50,20.8,0,0,0,0.7,0.7,0.07,+1.3,+1.3,Matches,9e7483ff
665,Ismaël Doukouré,fr FRA,DF,Strasbourg,fr Ligue 1,19-128,2003,4.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0512a60a
666,Kamory Doumbia,ml MLI,MF,Reims,fr Ligue 1,19-284,2003,7.9,1,14,6,42.9,1.77,0.76,0.00,0.00,19.2,0,1,1,3.0,2.2,0.16,-2.0,-2.2,Matches,9226aa22
667,Souleyman Doumbia,ci CIV,DFFW,Angers,fr Ligue 1,26-066,1996,11.9,0,4,2,50.0,0.33,0.17,0.00,0.00,16.5,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches,9daeac61
668,Flynn Downes,eng ENG,MF,West Ham,eng Premier League,23-313,1999,2.9,0,2,0,0.0,0.68,0.00,0.00,,14.7,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches,69fdb896
669,Bartłomiej Drągowski,pl POL,GK,Spezia,it Serie A,25-102,1997,13.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,085e71a7
670,Cody Drameh,eng ENG,DF,Leeds United,eng Premier League,20-356,2001,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e0d1510a
671,Dominick Drexler,de GER,MFFW,Schalke 04,de Bundesliga,32-187,1990,8.1,2,9,3,33.3,1.12,0.37,0.22,0.67,13.9,0,0,0,1.3,1.3,0.15,+0.7,+0.7,Matches,809940aa
672,Domingos Duarte,pt POR,DF,Getafe,es La Liga,27-264,1995,12.5,0,8,3,37.5,0.64,0.24,0.00,0.00,11.8,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,93090f69
673,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,28-267,1994,14.5,3,41,23,56.1,2.83,1.59,0.07,0.13,18.3,5,0,1,5.5,4.7,0.11,-2.5,-1.7,Matches,638a4d71
674,Ondrej Duda,sk SVK,MF,Köln,de Bundesliga,27-359,1994,7.7,0,12,3,25.0,1.57,0.39,0.00,0.00,18.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,79ca3e23
675,Shane Duffy,ie IRL,FWDF,Fulham,eng Premier League,30-332,1992,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7314bba4
676,Rémy Dugimont,fr FRA,FWMF,Auxerre,fr Ligue 1,36-151,1986,1.2,0,4,1,25.0,3.33,0.83,0.00,0.00,27.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,6d7ede84
677,Denzel Dumfries,nl NED,DF,Inter,it Serie A,26-225,1996,12.0,1,19,8,42.1,1.58,0.67,0.05,0.13,11.6,0,0,0,2.4,2.4,0.12,-1.4,-1.4,Matches,481c9ece
678,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,29-264,1993,3.2,0,1,0,0.0,0.32,0.00,0.00,,11.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,528492ea
679,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,31-008,1991,14.0,0,8,1,12.5,0.57,0.07,0.00,0.00,11.1,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches,282f75f3
680,Maxime Dupé,fr FRA,GK,Toulouse,fr Ligue 1,29-270,1993,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0e12089d
681,Pablo Durán,es ESP,MFDF,Celta Vigo,es La Liga,21-308,2001,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6db116ec
682,Hugo Duro,es ESP,FW,Valencia,es La Liga,23-019,1999,4.3,1,11,2,18.2,2.53,0.46,0.09,0.50,11.4,0,0,0,1.7,1.7,0.16,-0.7,-0.7,Matches,37e103f8
683,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,25-140,1997,12.3,0,2,0,0.0,0.16,0.00,0.00,,15.3,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches,0cbc8baa
